#BioGRID Chemical Interaction ID	BioGRID Gene ID	Entrez Gene ID	Systematic Name	Official Symbol	Synonyms	Organism ID	Organism	Action	Interaction Type	Author	Pubmed ID	BioGRID Publication ID	BioGRID Chemical ID	Chemical Name	Chemical Synonyms	Chemical Brands	Chemical Source	Chemical Source ID	Molecular Formula	Chemical Type	ATC Codes	CAS Number	Curated By	Method	Method Description	Related BioGRID Gene ID	Related Entrez Gene ID	Related Systematic Name	Related Official Symbol	Related Synonyms	Related Organism ID	Related Organism	Related Type	Notes	InChIKey
13412	108833	2559	-	GABRA6	-	9606	Homo sapiens	positive allosteric modulator	target	Riss J (2008)	18384456	174202	1056	Clonazepam	5-(2-Chlorophenyl)-7-nitro-1H-benzo[e][1,4]diazepin-2(3H)-one|1,3-dihydro-7-Nitro-5-(2-chlorophenyl)-2H-1,4.benzodiazepin-2-one|CLONAZEPAM|5-(2-Chloro-phenyl)-7-nitro-1,3-dihydro-benzo[e][1,4]diazepin-2-one|5-(O-Chlorophenyl)-7-nitro-1,3-dihydro-2H-1,4-benzodiazepin-2-one|Clonazepamum	pms-clonazepam tab 1.0mg|klono	DRUGBANK	DB01068	C15H10ClN3O3	small molecule	N03AE01	1622-61-3	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	DGBIGWXXNGSACT-UHFFFAOYSA-N
13423	108835	2561	-	GABRB2	-	9606	Homo sapiens	positive allosteric modulator	target	Moehler H (2002)	11752090	174537	1056	Clonazepam	5-(2-Chlorophenyl)-7-nitro-1H-benzo[e][1,4]diazepin-2(3H)-one|1,3-dihydro-7-Nitro-5-(2-chlorophenyl)-2H-1,4.benzodiazepin-2-one|CLONAZEPAM|5-(2-Chloro-phenyl)-7-nitro-1,3-dihydro-benzo[e][1,4]diazepin-2-one|5-(O-Chlorophenyl)-7-nitro-1,3-dihydro-2H-1,4-benzodiazepin-2-one|Clonazepamum	pms-clonazepam tab 1.0mg|klono	DRUGBANK	DB01068	C15H10ClN3O3	small molecule	N03AE01	1622-61-3	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	DGBIGWXXNGSACT-UHFFFAOYSA-N
13424	108835	2561	-	GABRB2	-	9606	Homo sapiens	positive allosteric modulator	target	Riss J (2008)	18384456	174202	1056	Clonazepam	5-(2-Chlorophenyl)-7-nitro-1H-benzo[e][1,4]diazepin-2(3H)-one|1,3-dihydro-7-Nitro-5-(2-chlorophenyl)-2H-1,4.benzodiazepin-2-one|CLONAZEPAM|5-(2-Chloro-phenyl)-7-nitro-1,3-dihydro-benzo[e][1,4]diazepin-2-one|5-(O-Chlorophenyl)-7-nitro-1,3-dihydro-2H-1,4-benzodiazepin-2-one|Clonazepamum	pms-clonazepam tab 1.0mg|klono	DRUGBANK	DB01068	C15H10ClN3O3	small molecule	N03AE01	1622-61-3	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	DGBIGWXXNGSACT-UHFFFAOYSA-N
13593	108488	2194	-	FASN	FAS|OA-519|SDR27X1	9606	Homo sapiens	inhibitor	target	Purohit VC (2006)	16749788	180052	1071	Orlistat	(-)-Tetrahydrolipstatin|Xenical|Orlipastat|Orlipastatum|Tetrahydrolipstatin	xenical|xenical 120mg capsule|	DRUGBANK	DB01083	C29H53NO5	small molecule	A08AB01	96829-58-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	AHLBNYSZXLDEJQ-FWEHEUNISA-N
13594	108488	2194	-	FASN	FAS|OA-519|SDR27X1	9606	Homo sapiens	inhibitor	target	Kremer L (2005)	16091048	180053	1071	Orlistat	(-)-Tetrahydrolipstatin|Xenical|Orlipastat|Orlipastatum|Tetrahydrolipstatin	xenical|xenical 120mg capsule|	DRUGBANK	DB01083	C29H53NO5	small molecule	A08AB01	96829-58-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	AHLBNYSZXLDEJQ-FWEHEUNISA-N
13595	108488	2194	-	FASN	FAS|OA-519|SDR27X1	9606	Homo sapiens	inhibitor	target	Kridel SJ (2004)	15026345	180050	1071	Orlistat	(-)-Tetrahydrolipstatin|Xenical|Orlipastat|Orlipastatum|Tetrahydrolipstatin	xenical|xenical 120mg capsule|	DRUGBANK	DB01083	C29H53NO5	small molecule	A08AB01	96829-58-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	AHLBNYSZXLDEJQ-FWEHEUNISA-N
13596	108488	2194	-	FASN	FAS|OA-519|SDR27X1	9606	Homo sapiens	inhibitor	target	Knowles LM (2004)	15138278	180051	1071	Orlistat	(-)-Tetrahydrolipstatin|Xenical|Orlipastat|Orlipastatum|Tetrahydrolipstatin	xenical|xenical 120mg capsule|	DRUGBANK	DB01083	C29H53NO5	small molecule	A08AB01	96829-58-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	AHLBNYSZXLDEJQ-FWEHEUNISA-N
13597	108488	2194	-	FASN	FAS|OA-519|SDR27X1	9606	Homo sapiens	inhibitor	target	Menendez JA (2005)	15870086	180054	1071	Orlistat	(-)-Tetrahydrolipstatin|Xenical|Orlipastat|Orlipastatum|Tetrahydrolipstatin	xenical|xenical 120mg capsule|	DRUGBANK	DB01083	C29H53NO5	small molecule	A08AB01	96829-58-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	AHLBNYSZXLDEJQ-FWEHEUNISA-N
13598	108488	2194	-	FASN	FAS|OA-519|SDR27X1	9606	Homo sapiens	inhibitor	target	Chen X (2002)	11752352	171740	1071	Orlistat	(-)-Tetrahydrolipstatin|Xenical|Orlipastat|Orlipastatum|Tetrahydrolipstatin	xenical|xenical 120mg capsule|	DRUGBANK	DB01083	C29H53NO5	small molecule	A08AB01	96829-58-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	AHLBNYSZXLDEJQ-FWEHEUNISA-N
13614	112240	6336	-	SCN10A	FEPS2|Nav1.8|PN3|SNS|hPN3	9606	Homo sapiens	inhibitor	target	Imming P (2006)	17016423	171742	1074	Benzocaine	p-Ethoxycarboxylic Aniline|Benzocainum|Amben ethyl ester|4-aminobenzoic acid ethyl ester|p-Carbethoxyaniline|Ethyl Aminobenzoate|Ethyl p-Aminobenzoate|Ethyl p-Aminophenylcarboxylate|p-(Ethoxycarbonyl)aniline|Benzocaine|Benzocaina	insect bite relief|benzodent|v	DRUGBANK	DB01086	C9H11NO2	small molecule	R02AD01|D04AB04|N01BA05|C05AD03	94-09-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	BLFLLBZGZJTVJG-UHFFFAOYSA-N
13615	112240	6336	-	SCN10A	FEPS2|Nav1.8|PN3|SNS|hPN3	9606	Homo sapiens	inhibitor	target	Hanck DA (2009)	19661462	180062	1074	Benzocaine	p-Ethoxycarboxylic Aniline|Benzocainum|Amben ethyl ester|4-aminobenzoic acid ethyl ester|p-Carbethoxyaniline|Ethyl Aminobenzoate|Ethyl p-Aminobenzoate|Ethyl p-Aminophenylcarboxylate|p-(Ethoxycarbonyl)aniline|Benzocaine|Benzocaina	insect bite relief|benzodent|v	DRUGBANK	DB01086	C9H11NO2	small molecule	R02AD01|D04AB04|N01BA05|C05AD03	94-09-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	BLFLLBZGZJTVJG-UHFFFAOYSA-N
13616	112240	6336	-	SCN10A	FEPS2|Nav1.8|PN3|SNS|hPN3	9606	Homo sapiens	inhibitor	target	Overington JP (2006)	17139284	171741	1074	Benzocaine	p-Ethoxycarboxylic Aniline|Benzocainum|Amben ethyl ester|4-aminobenzoic acid ethyl ester|p-Carbethoxyaniline|Ethyl Aminobenzoate|Ethyl p-Aminobenzoate|Ethyl p-Aminophenylcarboxylate|p-(Ethoxycarbonyl)aniline|Benzocaine|Benzocaina	insect bite relief|benzodent|v	DRUGBANK	DB01086	C9H11NO2	small molecule	R02AD01|D04AB04|N01BA05|C05AD03	94-09-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	BLFLLBZGZJTVJG-UHFFFAOYSA-N
13617	112240	6336	-	SCN10A	FEPS2|Nav1.8|PN3|SNS|hPN3	9606	Homo sapiens	inhibitor	target	Lipkind GM (2005)	16174788	176847	1074	Benzocaine	p-Ethoxycarboxylic Aniline|Benzocainum|Amben ethyl ester|4-aminobenzoic acid ethyl ester|p-Carbethoxyaniline|Ethyl Aminobenzoate|Ethyl p-Aminobenzoate|Ethyl p-Aminophenylcarboxylate|p-(Ethoxycarbonyl)aniline|Benzocaine|Benzocaina	insect bite relief|benzodent|v	DRUGBANK	DB01086	C9H11NO2	small molecule	R02AD01|D04AB04|N01BA05|C05AD03	94-09-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	BLFLLBZGZJTVJG-UHFFFAOYSA-N
13618	112240	6336	-	SCN10A	FEPS2|Nav1.8|PN3|SNS|hPN3	9606	Homo sapiens	inhibitor	target	Ahern CA (2008)	17967784	180063	1074	Benzocaine	p-Ethoxycarboxylic Aniline|Benzocainum|Amben ethyl ester|4-aminobenzoic acid ethyl ester|p-Carbethoxyaniline|Ethyl Aminobenzoate|Ethyl p-Aminobenzoate|Ethyl p-Aminophenylcarboxylate|p-(Ethoxycarbonyl)aniline|Benzocaine|Benzocaina	insect bite relief|benzodent|v	DRUGBANK	DB01086	C9H11NO2	small molecule	R02AD01|D04AB04|N01BA05|C05AD03	94-09-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	BLFLLBZGZJTVJG-UHFFFAOYSA-N
13908	107233	779	-	CACNA1S	CACNL1A3|CCHL1A3|Cav1.1|HOKPP|HOKPP1|MHS5|TTPP1|hypoPP	9606	Homo sapiens	inhibitor	target	Peterson BZ (2006)	16675661	174772	1103	Nifedipine	Adalat|Nifedipine|4-(2'-Nitrophenyl)-2,6-dimethyl-1,4-dihydropyridin-3,5-dicarbonsaeuredimethylester|Nifedipres|Nifecard|Nifedipino|Coracten|Nifecor|Procardia|Nifedipinum|Adapine	nifedipine|adalat xl plus|adal	DRUGBANK	DB01115	C17H18N2O6	small molecule	C08CA55|C08CA05|C08GA01	21829-25-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	HYIMSNHJOBLJNT-UHFFFAOYSA-N
14337	109160	2903	RP11-297M9.2	GRIN2A	EPND|FESD|GluN2A|LKS|NMDAR2A|NR2A	9606	Homo sapiens	antagonist	target	Perouansky M (1996)	8968191	180413	1147	Halothane	Rhodialothan|1-Bromo-1-chloro-2,2,2-trifluoroethane|Bromochlorotrifluoroethane|Halothane|Narcotane|Halothanum|Fluothane|1,1,1-Trifluoro-2-chloro-2-bromoethane|Phthorothanum|Halotano|2,2,2-Trifluoro-1-chloro-1-bromoethane|1,1,1-Trifluoro-2-bromo-2-chloroethane|Ftorotan|2-Bromo-2-Chloro-1,1,1-Trifluoroethane	fluothane liq inh 1000mg/gm|ha	DRUGBANK	DB01159	C2HBrClF3	small molecule	N01AB01	151-67-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	BCQZXOMGPXTTIC-UHFFFAOYSA-N
14364	112240	6336	-	SCN10A	FEPS2|Nav1.8|PN3|SNS|hPN3	9606	Homo sapiens	inhibitor	target	Imming P (2006)	17016423	171742	1149	Chloroprocaine	Chloroprocaine|Chlorprocaine|2-Chloroprocaine|Chloroprocain|Cloroprocaina|4-amino-2-Chlorobenzoic acid 2-(diethylamino)ethyl ester|Chloroprocainum	chloroprocaine hydrochloride|n	DRUGBANK	DB01161	C13H19ClN2O2	small molecule	N01BA04	133-16-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	VDANGULDQQJODZ-UHFFFAOYSA-N
14365	112240	6336	-	SCN10A	FEPS2|Nav1.8|PN3|SNS|hPN3	9606	Homo sapiens	inhibitor	target	Wong K (1993)	8418714	180421	1149	Chloroprocaine	Chloroprocaine|Chlorprocaine|2-Chloroprocaine|Chloroprocain|Cloroprocaina|4-amino-2-Chlorobenzoic acid 2-(diethylamino)ethyl ester|Chloroprocainum	chloroprocaine hydrochloride|n	DRUGBANK	DB01161	C13H19ClN2O2	small molecule	N01BA04	133-16-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	VDANGULDQQJODZ-UHFFFAOYSA-N
14366	112240	6336	-	SCN10A	FEPS2|Nav1.8|PN3|SNS|hPN3	9606	Homo sapiens	inhibitor	target	Overington JP (2006)	17139284	171741	1149	Chloroprocaine	Chloroprocaine|Chlorprocaine|2-Chloroprocaine|Chloroprocain|Cloroprocaina|4-amino-2-Chlorobenzoic acid 2-(diethylamino)ethyl ester|Chloroprocainum	chloroprocaine hydrochloride|n	DRUGBANK	DB01161	C13H19ClN2O2	small molecule	N01BA04	133-16-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	VDANGULDQQJODZ-UHFFFAOYSA-N
14449	112240	6336	-	SCN10A	FEPS2|Nav1.8|PN3|SNS|hPN3	9606	Homo sapiens	inhibitor	target	Pubill D (1999)	10344632	180467	1161	Orphenadrine	o-methyldiphenhydramine|o-monomethyldiphenhydramine|Orfenadrina|2-methyldiphenhydramine|ORPHENADRINE|Dimethyl-[2-(phenyl-O-tolyl-methoxy)-ethyl]-amine|N,N-Dimethyl-2-[(O-methyl-alpha-phenylbenzyl)oxy]ethylamine|Orphenadrinum|beta-Dimethylaminoethyl 2-methylbenzhydryl ether|2-(phenyl-o-tolylmethoxy)ethyldimethylamine|N,N-Dimethyl-2-(phenyl(O-tolyl)methoxy)ethanamine|-dimethylaminoethyl 2-methylbenzhydryl ether|Phenyl-O-tolylmethyl dimethyaminoethyl ether|N,N-Dimethyl-2-(alpha-2-tolylbenzoyloxy)ethylamine	norgesic forte|orphenadrine ci	DRUGBANK	DB01173	C18H23NO	small molecule	M03BC51|N04AB02|M03BC01	83-98-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	QVYRGXJJSLMXQH-UHFFFAOYSA-N
14475	109160	2903	RP11-297M9.2	GRIN2A	EPND|FESD|GluN2A|LKS|NMDAR2A|NR2A	9606	Homo sapiens	antagonist	target	Daniell LC (1994)	7862741	175103	1162	Phenobarbital	Phenobarbitol|5-Phenyl-5-ethylbarbituric acid|PHENYLETHYLMALONYLUREA|5-Ethyl-5-phenyl-pyrimidine-2,4,6-trione|Phenobarbitone|Luminal|5-ethyl-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione|Phenobarbital|Phenylaethylbarbitursaeure|5-Ethyl-5-phenylbarbituric acid|Phenylethylbarbituric Acid|Phenylethylbarbiturate|Phenobarbituric Acid|5-ethyl-5-phenylpyrimidine-2,4,6(1H,3H,5H)-trione|Phenylethylbarbitursaeure	phenobarbital sodium injection	DRUGBANK	DB01174	C12H12N2O3	small molecule	N03AA02	50-06-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	DDBREPKUVSBGFI-UHFFFAOYSA-N
14599	108150	1816	-	DRD5	DBDR|DRD1B|DRD1L2	9606	Homo sapiens	agonist	target	Kvernmo T (2008)	18691132	174662	1174	Pergolide	Pergolide Methanesulfonate|Pergolidum|Pergolide Mesylate|Pergolida	permax tab 0.25mg|permax tab 0	DRUGBANK	DB01186	C19H26N2S	small molecule	N04BC02	66104-22-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	YEHCICAEULNIGD-MZMPZRCHSA-N
14632	108833	2559	-	GABRA6	-	9606	Homo sapiens	positive allosteric modulator	target	Moehler H (2002)	11752090	174537	1177	Desflurane	(+-)-2-Difluoromethyl 1,2,2,2-tetrafluoroethyl ether|Desflurano|Desflurane|Suprane|1,1,1,2-Tetrafluoro-2-(difluoromethoxy)ethane|Desfluranum|Difluoromethyl 1,2,2,2-tetrafluoroethyl ether	desflurane|suprane	DRUGBANK	DB01189	C3H2F6O	small molecule	N01AB07	57041-67-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	DPYMFVXJLLWWEU-UHFFFAOYSA-N
14633	108833	2559	-	GABRA6	-	9606	Homo sapiens	positive allosteric modulator	target	Riss J (2008)	18384456	174202	1177	Desflurane	(+-)-2-Difluoromethyl 1,2,2,2-tetrafluoroethyl ether|Desflurano|Desflurane|Suprane|1,1,1,2-Tetrafluoro-2-(difluoromethoxy)ethane|Desfluranum|Difluoromethyl 1,2,2,2-tetrafluoroethyl ether	desflurane|suprane	DRUGBANK	DB01189	C3H2F6O	small molecule	N01AB07	57041-67-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	DPYMFVXJLLWWEU-UHFFFAOYSA-N
14644	108835	2561	-	GABRB2	-	9606	Homo sapiens	positive allosteric modulator	target	Moehler H (2002)	11752090	174537	1177	Desflurane	(+-)-2-Difluoromethyl 1,2,2,2-tetrafluoroethyl ether|Desflurano|Desflurane|Suprane|1,1,1,2-Tetrafluoro-2-(difluoromethoxy)ethane|Desfluranum|Difluoromethyl 1,2,2,2-tetrafluoroethyl ether	desflurane|suprane	DRUGBANK	DB01189	C3H2F6O	small molecule	N01AB07	57041-67-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	DPYMFVXJLLWWEU-UHFFFAOYSA-N
14645	108835	2561	-	GABRB2	-	9606	Homo sapiens	positive allosteric modulator	target	Riss J (2008)	18384456	174202	1177	Desflurane	(+-)-2-Difluoromethyl 1,2,2,2-tetrafluoroethyl ether|Desflurano|Desflurane|Suprane|1,1,1,2-Tetrafluoro-2-(difluoromethoxy)ethane|Desfluranum|Difluoromethyl 1,2,2,2-tetrafluoroethyl ether	desflurane|suprane	DRUGBANK	DB01189	C3H2F6O	small molecule	N01AB07	57041-67-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	DPYMFVXJLLWWEU-UHFFFAOYSA-N
14800	108150	1816	-	DRD5	DBDR|DRD1B|DRD1L2	9606	Homo sapiens	agonist	target	Kvernmo T (2008)	18691132	174662	1188	Bromocriptine	2-Bromo-alpha-ergokryptine|(5'alpha)-2-bromo-12'-hydroxy-2'-(1-methylethyl)-5'-(2-methylpropyl)ergotaman-3',6',18-trione|2-bromo--ergocryptine|Bromocryptine|2-Bromo-alpha-ergocryptine|2-bromo--ergokryptin|Bromocriptinum|2-bromo--ergokryptine|Bromoergocriptine|(5'alpha)-2-bromo-12'-hydroxy-5'-isobutyl-2'-isopropyl-3',6',18-trioxoergotaman|(5'alpha)-2-bromo-12'-hydroxy-2'-(1-methylethyl)-5'-(2-methylpropyl)-3',6',18-trioxoergotaman|2-Bromo-alpha-ergokryptin|Bromocriptina|Bromoergocryptine	syn-bromocriptine cap 5mg|co b	DRUGBANK	DB01200	C32H40BrN5O5	small molecule	G02CB01|N04BC01	25614-03-3	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	OZVBMTJYIDMWIL-AYFBDAFISA-N
14920	108835	2561	-	GABRB2	-	9606	Homo sapiens	potentiator	target	Miller LG (1987)	2889803	180661	1203	Estazolam	Estazolamum|8-chloro-6-phenyl-4H-s-triazolo(4,3-a)(1,4)benzodiazepine	prosom tab 2mg|prosom tab 1mg|	DRUGBANK	DB01215	C16H11ClN4	small molecule	N05CD04	29975-16-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	CDCHDCWJMGXXRH-UHFFFAOYSA-N
14921	108835	2561	-	GABRB2	-	9606	Homo sapiens	potentiator	target	Braestrup C (1978)	639854	180662	1203	Estazolam	Estazolamum|8-chloro-6-phenyl-4H-s-triazolo(4,3-a)(1,4)benzodiazepine	prosom tab 2mg|prosom tab 1mg|	DRUGBANK	DB01215	C16H11ClN4	small molecule	N05CD04	29975-16-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	CDCHDCWJMGXXRH-UHFFFAOYSA-N
15078	108150	1816	-	DRD5	DBDR|DRD1B|DRD1L2	9606	Homo sapiens	antagonist	target	Nasrallah HA (2008)	17848919	174616	1212	Quetiapine	Quetiapine hemifumarate|2-[2-(4-Dibenzo[b,F][1,4]thiazepin-11-yl-1-piperazinyl)ethoxy]ethanol|Quetiapine|Quetiapina|Quetiapinum|Quetiapine fumarate	sandoz quetiapine|quetiapine f	DRUGBANK	DB01224	C21H25N3O2S	small molecule	N05AH04	111974-69-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	URKOMYMAXPYINW-UHFFFAOYSA-N
15179	108150	1816	-	DRD5	DBDR|DRD1B|DRD1L2	9606	Homo sapiens	agonist	target	Koller WC (1998)	9633680	180775	1223	Levodopa	3-Hydroxy-L-tyrosine|(-)-3-(3,4-Dihydroxyphenyl)-L-alanine|L-beta-(3,4-Dihydroxyphenyl)alanine|3,4-Dihydroxy-L-phenylalanine|Dopar|()-3-(3,4-dihydroxyphenyl)-L-alanine|Dihydroxy-L-phenylalanine|(-)-Dopa|Levodopum|Levodopa|L-3,4-dihydroxyphenylalanine|3,4-DIHYDROXYPHENYLALANINE|L-DOPA|beta-(3,4-Dihydroxyphenyl)alanine|-(3,4-dihydroxyphenyl)alanine|beta-(3,4-Dihydroxyphenyl)-L-alanine|()-dopa	sinemet 100/25|sinemet 250/25|	DRUGBANK	DB01235	C9H11NO4	small molecule	N04BA02|N04BA03|N04BA01	59-92-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WTDRDQBEARUVNC-LURJTMIESA-N
15180	108150	1816	-	DRD5	DBDR|DRD1B|DRD1L2	9606	Homo sapiens	agonist	target	Deleu D (2002)	11978145	179837	1223	Levodopa	3-Hydroxy-L-tyrosine|(-)-3-(3,4-Dihydroxyphenyl)-L-alanine|L-beta-(3,4-Dihydroxyphenyl)alanine|3,4-Dihydroxy-L-phenylalanine|Dopar|()-3-(3,4-dihydroxyphenyl)-L-alanine|Dihydroxy-L-phenylalanine|(-)-Dopa|Levodopum|Levodopa|L-3,4-dihydroxyphenylalanine|3,4-DIHYDROXYPHENYLALANINE|L-DOPA|beta-(3,4-Dihydroxyphenyl)alanine|-(3,4-dihydroxyphenyl)alanine|beta-(3,4-Dihydroxyphenyl)-L-alanine|()-dopa	sinemet 100/25|sinemet 250/25|	DRUGBANK	DB01235	C9H11NO4	small molecule	N04BA02|N04BA03|N04BA01	59-92-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WTDRDQBEARUVNC-LURJTMIESA-N
15181	108150	1816	-	DRD5	DBDR|DRD1B|DRD1L2	9606	Homo sapiens	agonist	target	Onofrj M (2008)	18549347	180774	1223	Levodopa	3-Hydroxy-L-tyrosine|(-)-3-(3,4-Dihydroxyphenyl)-L-alanine|L-beta-(3,4-Dihydroxyphenyl)alanine|3,4-Dihydroxy-L-phenylalanine|Dopar|()-3-(3,4-dihydroxyphenyl)-L-alanine|Dihydroxy-L-phenylalanine|(-)-Dopa|Levodopum|Levodopa|L-3,4-dihydroxyphenylalanine|3,4-DIHYDROXYPHENYLALANINE|L-DOPA|beta-(3,4-Dihydroxyphenyl)alanine|-(3,4-dihydroxyphenyl)alanine|beta-(3,4-Dihydroxyphenyl)-L-alanine|()-dopa	sinemet 100/25|sinemet 250/25|	DRUGBANK	DB01235	C9H11NO4	small molecule	N04BA02|N04BA03|N04BA01	59-92-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WTDRDQBEARUVNC-LURJTMIESA-N
15263	108150	1816	-	DRD5	DBDR|DRD1B|DRD1L2	9606	Homo sapiens	partial agonist	target	Nasrallah HA (2008)	17848919	174616	1226	Aripiprazole	OPC 31|Abilify|Abilitat|Aripiprazol|Aripiprazole|Aripiprazolum	aristada|aripiprazole oral sol	DRUGBANK	DB01238	C23H27Cl2N3O2	small molecule	N05AX12	129722-12-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	CEUORZQYGODEFX-UHFFFAOYSA-N
15264	108150	1816	-	DRD5	DBDR|DRD1B|DRD1L2	9606	Homo sapiens	antagonist	target	Nasrallah HA (2008)	17848919	174616	1226	Aripiprazole	OPC 31|Abilify|Abilitat|Aripiprazol|Aripiprazole|Aripiprazolum	aristada|aripiprazole oral sol	DRUGBANK	DB01238	C23H27Cl2N3O2	small molecule	N05AX12	129722-12-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	CEUORZQYGODEFX-UHFFFAOYSA-N
15412	110015	3815	-	KIT	C-Kit|CD117|PBT|SCFR	9606	Homo sapiens	antagonist	target	Schittenhelm MM (2006)	16397263	180858	1242	Dasatinib	Dasatinib (anh.)|Dasatinib|N-(2-CHLORO-6-methylphenyl)-2-({6-[4-(2-hydroxyethyl)piperazin-1-yl]-2-methylpyrimidin-4-yl}amino)-1,3-thiazole-5-carboxamide|BMS dasatinib|Anhydrous dasatinib|dasatinib (anhydrous)|anh. dasatinib|Dasatinibum|BDBM13216	sprycel	DRUGBANK	DB01254	C22H26ClN7O2S	small molecule	L01XE06	302962-49-8	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ZBNZXTGUTAYRHI-UHFFFAOYSA-N
15413	110015	3815	-	KIT	C-Kit|CD117|PBT|SCFR	9606	Homo sapiens	antagonist	target	Dizdar O (2008)	17351742	180865	1242	Dasatinib	Dasatinib (anh.)|Dasatinib|N-(2-CHLORO-6-methylphenyl)-2-({6-[4-(2-hydroxyethyl)piperazin-1-yl]-2-methylpyrimidin-4-yl}amino)-1,3-thiazole-5-carboxamide|BMS dasatinib|Anhydrous dasatinib|dasatinib (anhydrous)|anh. dasatinib|Dasatinibum|BDBM13216	sprycel	DRUGBANK	DB01254	C22H26ClN7O2S	small molecule	L01XE06	302962-49-8	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ZBNZXTGUTAYRHI-UHFFFAOYSA-N
15414	110015	3815	-	KIT	C-Kit|CD117|PBT|SCFR	9606	Homo sapiens	antagonist	target	Shah NP (2006)	16434489	180864	1242	Dasatinib	Dasatinib (anh.)|Dasatinib|N-(2-CHLORO-6-methylphenyl)-2-({6-[4-(2-hydroxyethyl)piperazin-1-yl]-2-methylpyrimidin-4-yl}amino)-1,3-thiazole-5-carboxamide|BMS dasatinib|Anhydrous dasatinib|dasatinib (anhydrous)|anh. dasatinib|Dasatinibum|BDBM13216	sprycel	DRUGBANK	DB01254	C22H26ClN7O2S	small molecule	L01XE06	302962-49-8	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ZBNZXTGUTAYRHI-UHFFFAOYSA-N
15446	108276	1956	-	EGFR	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	9606	Homo sapiens	antagonist	target	Zhou H (2004)	14751502	180891	1246	Lapatinib	GW 572016|N-{3-chloro-4-[(3-fluorobenzyl)oxy]phenyl}-6-[5-({[2-(methylsulfonyl)ethyl]amino}methyl)-2-furyl]-4-quinazolinamine|Lapatinib tosilate hydrate|N-(3-chloro-4-((3-Fluorophenyl)methoxy)phenyl)-6-(5-(((2-(methylsulfonyl)ethyl)amino)methyl)-2-furanyl)-4-quinazolinamine|FMM|Tykerb	tykerb	DRUGBANK	DB01259	C29H26ClFN4O4S	small molecule	L01XE07	231277-92-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	BCFGMOOMADDAQU-UHFFFAOYSA-N
15447	108276	1956	-	EGFR	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	9606	Homo sapiens	antagonist	target	Burris HA (2004)	15163842	180890	1246	Lapatinib	GW 572016|N-{3-chloro-4-[(3-fluorobenzyl)oxy]phenyl}-6-[5-({[2-(methylsulfonyl)ethyl]amino}methyl)-2-furyl]-4-quinazolinamine|Lapatinib tosilate hydrate|N-(3-chloro-4-((3-Fluorophenyl)methoxy)phenyl)-6-(5-(((2-(methylsulfonyl)ethyl)amino)methyl)-2-furanyl)-4-quinazolinamine|FMM|Tykerb	tykerb	DRUGBANK	DB01259	C29H26ClFN4O4S	small molecule	L01XE07	231277-92-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	BCFGMOOMADDAQU-UHFFFAOYSA-N
